sales_order_id;revision_number;order_date;due_date;ship_date;status;online_order_flag;territory_id;sub_total;tax_amt;freight;total_due;Año;Mes;month_name
52966;8;2013-07-22;2013-08-03;2013-07-29;5;True;10;2294,99;183,5992;57,3748;2535,964;2013;7;July
52967;8;2013-07-22;2013-08-03;2013-07-29;5;True;10;2309,97;184,7976;57,7493;2552,5169;2013;7;July
52968;8;2013-07-22;2013-08-03;2013-07-29;5;True;6;34,99;2,7992;0,8748;38,664;2013;7;July
52969;8;2013-07-22;2013-08-03;2013-07-29;5;True;9;27,28;2,1824;0,682;30,1444;2013;7;July
52970;8;2013-07-22;2013-08-03;2013-07-29;5;True;9;69,97;5,5976;1,7493;77,3169;2013;7;July
52971;8;2013-07-22;2013-08-03;2013-07-29;5;True;9;53,99;4,3192;1,3498;59,659;2013;7;July
52972;8;2013-07-22;2013-08-03;2013-07-29;5;True;9;58,98;4,7184;1,4745;65,1729;2013;7;July
52973;8;2013-07-22;2013-08-03;2013-07-29;5;True;9;49,99;3,9992;1,2498;55,239;2013;7;July
52974;8;2013-07-22;2013-08-03;2013-07-29;5;True;9;8,99;0,7192;0,2248;9,934;2013;7;July
52975;8;2013-07-22;2013-08-03;2013-07-29;5;True;9;159,0;12,72;3,975;175,695;2013;7;July
52976;8;2013-07-22;2013-08-03;2013-07-29;5;True;1;38,98;3,1184;0,9745;43,0729;2013;7;July
52977;8;2013-07-22;2013-08-03;2013-07-29;5;True;4;88,97;7,1176;2,2243;98,3119;2013;7;July
52978;8;2013-07-22;2013-08-03;2013-07-29;5;True;4;28,99;2,3192;0,7248;32,034;2013;7;July
52979;8;2013-07-22;2013-08-03;2013-07-29;5;True;1;36,59;2,9272;0,9148;40,432;2013;7;July
52980;8;2013-07-22;2013-08-03;2013-07-29;5;True;4;71,58;5,7264;1,7895;79,0959;2013;7;July
52981;8;2013-07-22;2013-08-03;2013-07-29;5;True;6;29,99;2,3992;0,7498;33,139;2013;7;July
52982;8;2013-07-22;2013-08-03;2013-07-29;5;True;6;69,97;5,5976;1,7493;77,3169;2013;7;July
52983;8;2013-07-22;2013-08-03;2013-07-29;5;True;4;17,27;1,3816;0,4318;19,0834;2013;7;July
52984;8;2013-07-22;2013-08-03;2013-07-29;5;True;6;49,97;3,9976;1,2493;55,2169;2013;7;July
52985;8;2013-07-22;2013-08-03;2013-07-29;5;True;4;68,49;5,4792;1,7123;75,6815;2013;7;July
52986;8;2013-07-22;2013-08-03;2013-07-29;5;True;10;29,98;2,3984;0,7495;33,1279;2013;7;July
52987;8;2013-07-22;2013-08-03;2013-07-29;5;True;7;91,96;7,3568;2,299;101,6158;2013;7;July
52988;8;2013-07-22;2013-08-03;2013-07-29;5;True;8;66,96;5,3568;1,674;73,9908;2013;7;July
52989;8;2013-07-22;2013-08-03;2013-07-29;5;True;8;38,98;3,1184;0,9745;43,0729;2013;7;July
52990;8;2013-07-22;2013-08-03;2013-07-29;5;True;10;27,28;2,1824;0,682;30,1444;2013;7;July
52991;8;2013-07-22;2013-08-03;2013-07-29;5;True;8;67,97;5,4376;1,6993;75,1069;2013;7;July
52992;8;2013-07-22;2013-08-03;2013-07-29;5;True;10;3,99;0,3192;0,0998;4,409;2013;7;July
52993;8;2013-07-22;2013-08-03;2013-07-29;5;True;10;123,99;9,9192;3,0998;137,009;2013;7;July
52994;8;2013-07-22;2013-08-03;2013-07-29;5;True;10;4,99;0,3992;0,1248;5,514;2013;7;July
52995;8;2013-07-22;2013-08-03;2013-07-29;5;True;1;81,46;6,5168;2,0365;90,0133;2013;7;July
52996;8;2013-07-22;2013-08-03;2013-07-29;5;True;4;120,47;9,6376;3,0118;133,1194;2013;7;July
52997;8;2013-07-22;2013-08-03;2013-07-29;5;True;1;589,98;47,1984;14,7495;651,9279;2013;7;July
52998;8;2013-07-22;2013-08-03;2013-07-29;5;True;4;2381,44;190,5152;59,536;2631,4912;2013;7;July
52999;8;2013-07-22;2013-08-03;2013-07-29;5;True;6;2294,99;183,5992;57,3748;2535,964;2013;7;July
53000;8;2013-07-22;2013-08-03;2013-07-29;5;True;9;839,48;67,1584;20,987;927,6254;2013;7;July
53001;8;2013-07-22;2013-08-03;2013-07-29;5;True;7;539,99;43,1992;13,4998;596,689;2013;7;July
53002;8;2013-07-22;2013-08-03;2013-07-29;5;True;8;2419,06;193,5248;60,4765;2673,0613;2013;7;July
53003;8;2013-07-22;2013-08-03;2013-07-29;5;True;9;2452,34;196,1872;61,3085;2709,8357;2013;7;July
53004;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;1205,47;96,4376;30,1368;1332,0444;2013;7;July
53005;8;2013-07-23;2013-08-04;2013-07-30;5;True;10;2329,98;186,3984;58,2495;2574,6279;2013;7;July
53006;8;2013-07-23;2013-08-04;2013-07-30;5;True;8;2329,98;186,3984;58,2495;2574,6279;2013;7;July
53007;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;8,99;0,7192;0,2248;9,934;2013;7;July
53008;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;40,22;3,2176;1,0055;44,4431;2013;7;July
53009;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;78,98;6,3184;1,9745;87,2729;2013;7;July
53010;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;93,49;7,4792;2,3373;103,3065;2013;7;July
53011;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;69,97;5,5976;1,7493;77,3169;2013;7;July
53012;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;120,47;9,6376;3,0118;133,1194;2013;7;July
53013;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;105,45;8,436;2,6363;116,5223;2013;7;July
53014;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;58,98;4,7184;1,4745;65,1729;2013;7;July
53015;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;2,29;0,1832;0,0573;2,5305;2013;7;July
53016;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;8,99;0,7192;0,2248;9,934;2013;7;July
53017;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;8,99;0,7192;0,2248;9,934;2013;7;July
53018;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;28,98;2,3184;0,7245;32,0229;2013;7;July
53019;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;49,97;3,9976;1,2493;55,2169;2013;7;July
53020;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;4,99;0,3992;0,1248;5,514;2013;7;July
53021;8;2013-07-23;2013-08-04;2013-07-30;5;True;1;7,28;0,5824;0,182;8,0444;2013;7;July
53022;8;2013-07-23;2013-08-04;2013-07-30;5;True;1;4,99;0,3992;0,1248;5,514;2013;7;July
53023;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;71,58;5,7264;1,7895;79,0959;2013;7;July
53024;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;96,07;7,6856;2,4018;106,1574;2013;7;July
53025;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;91,58;7,3264;2,2895;101,1959;2013;7;July
53026;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;24,99;1,9992;0,6248;27,614;2013;7;July
53027;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;36,59;2,9272;0,9148;40,432;2013;7;July
53028;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;34,89;2,7912;0,8723;38,5535;2013;7;July
53029;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;14,98;1,1984;0,3745;16,5529;2013;7;July
53030;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;74,46;5,9568;1,8615;82,2783;2013;7;July
53031;8;2013-07-23;2013-08-04;2013-07-30;5;True;1;74,46;5,9568;1,8615;82,2783;2013;7;July
53032;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;69,99;5,5992;1,7498;77,339;2013;7;July
53033;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;148,47;11,8776;3,7118;164,0594;2013;7;July
53034;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;13,98;1,1184;0,3495;15,4479;2013;7;July
53035;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;7,28;0,5824;0,182;8,0444;2013;7;July
53036;8;2013-07-23;2013-08-04;2013-07-30;5;True;8;32,27;2,5816;0,8068;35,6584;2013;7;July
53037;8;2013-07-23;2013-08-04;2013-07-30;5;True;10;32,27;2,5816;0,8068;35,6584;2013;7;July
53038;8;2013-07-23;2013-08-04;2013-07-30;5;True;8;24,99;1,9992;0,6248;27,614;2013;7;July
53039;8;2013-07-23;2013-08-04;2013-07-30;5;True;8;38,98;3,1184;0,9745;43,0729;2013;7;July
53040;8;2013-07-23;2013-08-04;2013-07-30;5;True;10;60,47;4,8376;1,5118;66,8194;2013;7;July
53041;8;2013-07-23;2013-08-04;2013-07-30;5;True;7;36,27;2,9016;0,9068;40,0784;2013;7;July
53042;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;42,28;3,3824;1,057;46,7194;2013;7;July
53043;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;56,97;4,5576;1,4243;62,9519;2013;7;July
53044;8;2013-07-23;2013-08-04;2013-07-30;5;True;10;8,99;0,7192;0,2248;9,934;2013;7;July
53045;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;36,96;2,9568;0,924;40,8408;2013;7;July
53046;8;2013-07-23;2013-08-04;2013-07-30;5;True;1;180,98;14,4784;4,5245;199,9829;2013;7;July
53047;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;1769,96;141,5968;44,249;1955,8058;2013;7;July
53048;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;614,96;49,1968;15,374;679,5308;2013;7;July
53049;8;2013-07-23;2013-08-04;2013-07-30;5;True;1;592,27;47,3816;14,8068;654,4584;2013;7;July
53050;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;2502,83;200,2264;62,5708;2765,6272;2013;7;July
53051;8;2013-07-23;2013-08-04;2013-07-30;5;True;1;839,48;67,1584;20,987;927,6254;2013;7;July
53052;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;2500,97;200,0776;62,5243;2763,5719;2013;7;July
53053;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;2354,98;188,3984;58,8745;2602,2529;2013;7;July
53054;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;2344,96;187,5968;58,624;2591,1808;2013;7;July
53055;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;2369,97;189,5976;59,2493;2618,8169;2013;7;July
53056;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;2369,97;189,5976;59,2493;2618,8169;2013;7;July
53057;8;2013-07-23;2013-08-04;2013-07-30;5;True;8;771,34;61,7072;19,2835;852,3307;2013;7;July
53058;8;2013-07-23;2013-08-04;2013-07-30;5;True;8;778,62;62,2896;19,4655;860,3751;2013;7;July
53059;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;2419,06;193,5248;60,4765;2673,0613;2013;7;July
53060;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;588,96;47,1168;14,724;650,8008;2013;7;July
53061;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;574,98;45,9984;14,3745;635,3529;2013;7;July
53062;8;2013-07-23;2013-08-04;2013-07-30;5;True;9;618,47;49,4776;15,4618;683,4094;2013;7;July
53063;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;2469,05;197,524;61,7263;2728,3003;2013;7;July
53064;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;589,96;47,1968;14,749;651,9058;2013;7;July
53065;8;2013-07-23;2013-08-04;2013-07-30;5;True;6;1169,46;93,5568;29,2365;1292,2533;2013;7;July
53066;8;2013-07-23;2013-08-04;2013-07-30;5;True;4;1129,48;90,3584;28,237;1248,0754;2013;7;July
53067;8;2013-07-23;2013-08-04;2013-07-30;5;True;10;1155,48;92,4384;28,887;1276,8054;2013;7;July
53068;8;2013-07-24;2013-08-05;2013-07-31;5;True;8;2294,99;183,5992;57,3748;2535,964;2013;7;July
53069;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;120,0;9,6;3,0;132,6;2013;7;July
53070;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;24,99;1,9992;0,6248;27,614;2013;7;July
53071;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;39,22;3,1376;0,9805;43,3381;2013;7;July
53072;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;37,27;2,9816;0,9318;41,1834;2013;7;July
53073;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;56,98;4,5584;1,4245;62,9629;2013;7;July
53074;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;74,98;5,9984;1,8745;82,8529;2013;7;July
53075;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;7,28;0,5824;0,182;8,0444;2013;7;July
53076;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;4,99;0,3992;0,1248;5,514;2013;7;July
53077;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;60,47;4,8376;1,5118;66,8194;2013;7;July
53078;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;6,28;0,5024;0,157;6,9394;2013;7;July
53079;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;34,89;2,7912;0,8723;38,5535;2013;7;July
53080;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;7,95;0,636;0,1988;8,7848;2013;7;July
53081;8;2013-07-24;2013-08-05;2013-07-31;5;True;8;2457,33;196,5864;61,4333;2715,3497;2013;7;July
53082;8;2013-07-24;2013-08-05;2013-07-31;5;True;10;2492,32;199,3856;62,308;2754,0136;2013;7;July
53083;8;2013-07-24;2013-08-05;2013-07-31;5;True;7;2479,94;198,3952;61,9985;2740,3337;2013;7;July
53084;8;2013-07-24;2013-08-05;2013-07-31;5;True;1;2,29;0,1832;0,0573;2,5305;2013;7;July
53085;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;102,48;8,1984;2,562;113,2404;2013;7;July
53086;8;2013-07-24;2013-08-05;2013-07-31;5;True;1;24,99;1,9992;0,6248;27,614;2013;7;July
53087;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;78,98;6,3184;1,9745;87,2729;2013;7;July
53088;8;2013-07-24;2013-08-05;2013-07-31;5;True;1;2,29;0,1832;0,0573;2,5305;2013;7;July
53089;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;29,48;2,3584;0,737;32,5754;2013;7;July
53090;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;75,47;6,0376;1,8868;83,3944;2013;7;July
53091;8;2013-07-24;2013-08-05;2013-07-31;5;True;1;38,88;3,1104;0,972;42,9624;2013;7;July
53092;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;123,95;9,916;3,0988;136,9648;2013;7;July
53093;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;61,08;4,8864;1,527;67,4934;2013;7;July
53094;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;29,99;2,3992;0,7498;33,139;2013;7;July
53095;8;2013-07-24;2013-08-05;2013-07-31;5;True;1;34,98;2,7984;0,8745;38,6529;2013;7;July
53096;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;69,97;5,5976;1,7493;77,3169;2013;7;July
53097;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;91,95;7,356;2,2988;101,6048;2013;7;July
53098;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;69,99;5,5992;1,7498;77,339;2013;7;July
53099;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;123,98;9,9184;3,0995;136,9979;2013;7;July
53100;8;2013-07-24;2013-08-05;2013-07-31;5;True;1;4,99;0,3992;0,1248;5,514;2013;7;July
53101;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;4,99;0,3992;0,1248;5,514;2013;7;July
53102;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;4,99;0,3992;0,1248;5,514;2013;7;July
53103;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;15,23;1,2184;0,3808;16,8292;2013;7;July
53104;8;2013-07-24;2013-08-05;2013-07-31;5;True;8;48,97;3,9176;1,2243;54,1119;2013;7;July
53105;8;2013-07-24;2013-08-05;2013-07-31;5;True;7;76,97;6,1576;1,9243;85,0519;2013;7;July
53106;8;2013-07-24;2013-08-05;2013-07-31;5;True;7;24,99;1,9992;0,6248;27,614;2013;7;July
53107;8;2013-07-24;2013-08-05;2013-07-31;5;True;8;24,99;1,9992;0,6248;27,614;2013;7;July
53108;8;2013-07-24;2013-08-05;2013-07-31;5;True;10;4,99;0,3992;0,1248;5,514;2013;7;July
53109;8;2013-07-24;2013-08-05;2013-07-31;5;True;7;12,98;1,0384;0,3245;14,3429;2013;7;July
53110;8;2013-07-24;2013-08-05;2013-07-31;5;True;10;38,98;3,1184;0,9745;43,0729;2013;7;July
53111;8;2013-07-24;2013-08-05;2013-07-31;5;True;7;67,97;5,4376;1,6993;75,1069;2013;7;July
53112;8;2013-07-24;2013-08-05;2013-07-31;5;True;7;126,28;10,1024;3,157;139,5394;2013;7;July
53113;8;2013-07-24;2013-08-05;2013-07-31;5;True;10;33,98;2,7184;0,8495;37,5479;2013;7;July
53114;8;2013-07-24;2013-08-05;2013-07-31;5;True;8;4,99;0,3992;0,1248;5,514;2013;7;July
53115;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;42,28;3,3824;1,057;46,7194;2013;7;July
53116;8;2013-07-24;2013-08-05;2013-07-31;5;True;1;42,28;3,3824;1,057;46,7194;2013;7;July
53117;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;81,46;6,5168;2,0365;90,0133;2013;7;July
53118;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;56,97;4,5576;1,4243;62,9519;2013;7;July
53119;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;2294,99;183,5992;57,3748;2535,964;2013;7;July
53120;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;2369,97;189,5976;59,2493;2618,8169;2013;7;July
53121;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;2322,28;185,7824;58,057;2566,1194;2013;7;July
53122;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;2343,96;187,5168;58,599;2590,0758;2013;7;July
53123;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;548,98;43,9184;13,7245;606,6229;2013;7;July
53124;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;776,33;62,1064;19,4083;857,8447;2013;7;July
53125;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;851,82;68,1456;21,2955;941,2611;2013;7;July
53126;8;2013-07-24;2013-08-05;2013-07-31;5;True;9;2294,99;183,5992;57,3748;2535,964;2013;7;July
53127;8;2013-07-24;2013-08-05;2013-07-31;5;True;4;2427,04;194,1632;60,676;2681,8792;2013;7;July
53128;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;676,93;54,1544;16,9233;748,0077;2013;7;July
53129;8;2013-07-24;2013-08-05;2013-07-31;5;True;6;1134,47;90,7576;28,3618;1253,5894;2013;7;July
53130;8;2013-07-24;2013-08-05;2013-07-31;5;True;8;1188,46;95,0768;29,7115;1313,2483;2013;7;July
53131;8;2013-07-24;2013-08-05;2013-07-31;5;True;10;553,97;44,3176;13,8493;612,1369;2013;7;July
53132;8;2013-07-24;2013-08-05;2013-07-31;5;True;8;2413,06;193,0448;60,3265;2666,4313;2013;7;July
53133;8;2013-07-25;2013-08-06;2013-08-01;5;True;9;1249,84;99,9872;31,246;1381,0732;2013;7;July
53134;8;2013-07-25;2013-08-06;2013-08-01;5;True;7;2345,22;187,6176;58,6305;2591,4681;2013;7;July
53135;8;2013-07-25;2013-08-06;2013-08-01;5;True;10;2350,96;188,0768;58,774;2597,8108;2013;7;July
53136;8;2013-07-25;2013-08-06;2013-08-01;5;True;9;59,98;4,7984;1,4995;66,2779;2013;7;July
53137;8;2013-07-25;2013-08-06;2013-08-01;5;True;9;21,98;1,7584;0,5495;24,2879;2013;7;July
53138;8;2013-07-25;2013-08-06;2013-08-01;5;True;9;32,6;2,608;0,815;36,023;2013;7;July
53139;8;2013-07-25;2013-08-06;2013-08-01;5;True;9;24,49;1,9592;0,6123;27,0615;2013;7;July
53140;8;2013-07-25;2013-08-06;2013-08-01;5;True;9;62,98;5,0384;1,5745;69,5929;2013;7;July
53141;8;2013-07-25;2013-08-06;2013-08-01;5;True;10;2479,94;198,3952;61,9985;2740,3337;2013;7;July
53142;8;2013-07-25;2013-08-06;2013-08-01;5;True;6;53,99;4,3192;1,3498;59,659;2013;7;July
53143;8;2013-07-25;2013-08-06;2013-08-01;5;True;6;62,97;5,0376;1,5743;69,5819;2013;7;July
53144;8;2013-07-25;2013-08-06;2013-08-01;5;True;4;93,46;7,4768;2,3365;103,2733;2013;7;July
53145;8;2013-07-25;2013-08-06;2013-08-01;5;True;1;64,97;5,1976;1,6243;71,7919;2013;7;July
53146;8;2013-07-25;2013-08-06;2013-08-01;5;True;4;27,28;2,1824;0,682;30,1444;2013;7;July
53147;8;2013-07-25;2013-08-06;2013-08-01;5;True;1;64,97;5,1976;1,6243;71,7919;2013;7;July
53148;8;2013-07-25;2013-08-06;2013-08-01;5;True;6;106,95;8,556;2,6738;118,1798;2013;7;July
53149;8;2013-07-25;2013-08-06;2013-08-01;5;True;6;49,97;3,9976;1,2493;55,2169;2013;7;July
53150;8;2013-07-25;2013-08-06;2013-08-01;5;True;1;94,48;7,5584;2,362;104,4004;2013;7;July
53151;8;2013-07-25;2013-08-06;2013-08-01;5;True;6;94,48;7,5584;2,362;104,4004;2013;7;July
53152;8;2013-07-25;2013-08-06;2013-08-01;5;True;6;69,99;5,5992;1,7498;77,339;2013;7;July
53153;8;2013-07-25;2013-08-06;2013-08-01;5;True;6;39,98;3,1984;0,9995;44,1779;2013;7;July
53154;8;2013-07-25;2013-08-06;2013-08-01;5;True;4;59,98;4,7984;1,4995;66,2779;2013;7;July
53155;8;2013-07-25;2013-08-06;2013-08-01;5;True;1;4,99;0,3992;0,1248;5,514;2013;7;July
53156;8;2013-07-25;2013-08-06;2013-08-01;5;True;8;35,0;2,8;0,875;38,675;2013;7;July
53157;8;2013-07-25;2013-08-06;2013-08-01;5;True;7;79,46;6,3568;1,9865;87,8033;2013;7;July
53158;8;2013-07-25;2013-08-06;2013-08-01;5;True;8;29,93;2,3944;0,7483;33,0727;2013;7;July
53159;8;2013-07-25;2013-08-06;2013-08-01;5;True;8;38,88;3,1104;0,972;42,9624;2013;7;July
53160;8;2013-07-25;2013-08-06;2013-08-01;5;True;7;3,99;0,3192;0,0998;4,409;2013;7;July
53161;8;2013-07-25;2013-08-06;2013-08-01;5;True;8;68,97;5,5176;1,7243;76,2119;2013;7;July
53162;8;2013-07-25;2013-08-06;2013-08-01;5;True;10;3,99;0,3192;0,0998;4,409;2013;7;July
53163;8;2013-07-25;2013-08-06;2013-08-01;5;True;10;23,78;1,9024;0,5945;26,2769;2013;7;July
53164;8;2013-07-25;2013-08-06;2013-08-01;5;True;6;159,99;12,7992;3,9998;176,789;2013;7;July
53165;8;2013-07-25;2013-08-06;2013-08-01;5;True;4;29,93;2,3944;0,7483;33,0727;2013;7;July
53166;8;2013-07-25;2013-08-06;2013-08-01;5;True;6;76,95;6,156;1,9238;85,0298;2013;7;July
53167;8;2013-07-25;2013-08-06;2013-08-01;5;True;4;1750,98;140,0784;43,7745;1934,8329;2013;7;July
53168;8;2013-07-25;2013-08-06;2013-08-01;5;True;4;567,27;45,3816;14,1818;626,8334;2013;7;July
53169;8;2013-07-25;2013-08-06;2013-08-01;5;True;1;2357,28;188,5824;58,932;2604,7944;2013;7;July
53170;8;2013-07-25;2013-08-06;2013-08-01;5;True;1;2351,96;188,1568;58,799;2598,9158;2013;7;July
53171;8;2013-07-25;2013-08-06;2013-08-01;5;True;8;751,34;60,1072;18,7835;830,2307;2013;7;July
53172;8;2013-07-25;2013-08-06;2013-08-01;5;True;7;777,34;62,1872;19,4335;858,9607;2013;7;July
53173;8;2013-07-25;2013-08-06;2013-08-01;5;True;7;742,35;59,388;18,5588;820,2968;2013;7;July
53174;8;2013-07-25;2013-08-06;2013-08-01;5;True;9;1729,97;138,3976;43,2493;1911,6169;2013;7;July
53175;8;2013-07-25;2013-08-06;2013-08-01;5;True;9;658,95;52,716;16,4738;728,1398;2013;7;July
53176;8;2013-07-25;2013-08-06;2013-08-01;5;True;9;2294,99;183,5992;57,3748;2535,964;2013;7;July
53177;8;2013-07-25;2013-08-06;2013-08-01;5;True;1;1251,12;100,0896;31,278;1382,4876;2013;7;July
53178;8;2013-07-25;2013-08-06;2013-08-01;5;True;1;548,98;43,9184;13,7245;606,6229;2013;7;July
53179;8;2013-07-25;2013-08-06;2013-08-01;5;True;1;574,98;45,9984;14,3745;635,3529;2013;7;July
53180;8;2013-07-25;2013-08-06;2013-08-01;5;True;4;1170,48;93,6384;29,262;1293,3804;2013;7;July
53181;8;2013-07-25;2013-08-06;2013-08-01;5;True;1;1155,48;92,4384;28,887;1276,8054;2013;7;July
53182;8;2013-07-25;2013-08-06;2013-08-01;5;True;10;1120,49;89,6392;28,0123;1238,1415;2013;7;July
53183;8;2013-07-25;2013-08-06;2013-08-01;5;True;7;1155,48;92,4384;28,887;1276,8054;2013;7;July
53184;8;2013-07-25;2013-08-06;2013-08-01;5;True;8;2419,06;193,5248;60,4765;2673,0613;2013;7;July
53185;8;2013-07-26;2013-08-07;2013-08-02;5;True;1;8,99;0,7192;0,2248;9,934;2013;7;July
53186;8;2013-07-26;2013-08-07;2013-08-02;5;True;9;32,28;2,5824;0,807;35,6694;2013;7;July
53187;8;2013-07-26;2013-08-07;2013-08-02;5;True;9;21,98;1,7584;0,5495;24,2879;2013;7;July
53188;8;2013-07-26;2013-08-07;2013-08-02;5;True;9;13,98;1,1184;0,3495;15,4479;2013;7;July
53189;8;2013-07-26;2013-08-07;2013-08-02;5;True;9;39,98;3,1984;0,9995;44,1779;2013;7;July
53190;8;2013-07-26;2013-08-07;2013-08-02;5;True;9;69,97;5,5976;1,7493;77,3169;2013;7;July
53191;8;2013-07-26;2013-08-07;2013-08-02;5;True;9;9,99;0,7992;0,2498;11,039;2013;7;July
53192;8;2013-07-26;2013-08-07;2013-08-02;5;True;9;88,98;7,1184;2,2245;98,3229;2013;7;July
53193;8;2013-07-26;2013-08-07;2013-08-02;5;True;9;24,49;1,9592;0,6123;27,0615;2013;7;July
53194;8;2013-07-26;2013-08-07;2013-08-02;5;True;9;8,99;0,7192;0,2248;9,934;2013;7;July
53195;8;2013-07-26;2013-08-07;2013-08-02;5;True;7;620,93;49,6744;15,5233;686,1277;2013;7;July
53196;8;2013-07-26;2013-08-07;2013-08-02;5;True;10;2510,94;200,8752;62,7735;2774,5887;2013;7;July
53197;8;2013-07-26;2013-08-07;2013-08-02;5;True;1;34,99;2,7992;0,8748;38,664;2013;7;July
53198;8;2013-07-26;2013-08-07;2013-08-02;5;True;1;2,29;0,1832;0,0573;2,5305;2013;7;July
53199;8;2013-07-26;2013-08-07;2013-08-02;5;True;4;27,28;2,1824;0,682;30,1444;2013;7;July
53200;8;2013-07-26;2013-08-07;2013-08-02;5;True;6;30,48;2,4384;0,762;33,6804;2013;7;July
53201;8;2013-07-26;2013-08-07;2013-08-02;5;True;6;32,6;2,608;0,815;36,023;2013;7;July
53202;8;2013-07-26;2013-08-07;2013-08-02;5;True;4;28,99;2,3192;0,7248;32,034;2013;7;July
53203;8;2013-07-26;2013-08-07;2013-08-02;5;True;6;71,58;5,7264;1,7895;79,0959;2013;7;July
53204;8;2013-07-26;2013-08-07;2013-08-02;5;True;1;64,97;5,1976;1,6243;71,7919;2013;7;July
53205;8;2013-07-26;2013-08-07;2013-08-02;5;True;6;154,98;12,3984;3,8745;171,2529;2013;7;July
